,0,1,2,Emissora,Horario
42,2002,Pequena  Travessa,139,SBT ,NOVELAS NACIONAIS
43,2003,Jamais Te  Esquecerei,98,SBT ,NOVELAS NACIONAIS
44,2003,Canavial de  Paixões,119,SBT ,NOVELAS NACIONAIS
45,2004,Seus Olhos,78,SBT ,NOVELAS NACIONAIS
46,2004,Esmeralda,123,SBT ,NOVELAS NACIONAIS
47,2005,Os Ricos  Também Choram,75,SBT ,NOVELAS NACIONAIS
48,2006,Cristal,66,SBT ,NOVELAS NACIONAIS
49,2007,Maria  Esperança,54,SBT ,NOVELAS NACIONAIS
50,2007,Amigas  & Rivais,36,SBT ,NOVELAS NACIONAIS
51,2008,Revelação,53,SBT ,NOVELAS NACIONAIS
52,2009,Vende-se um  Véu de Noiva,49,SBT ,NOVELAS NACIONAIS
53,,,,SBT ,NOVELAS NACIONAIS
54,Ano,Novela,Média,SBT ,NOVELAS NACIONAIS
55,2010,Uma Rosa  com Amor,60,SBT ,NOVELAS NACIONAIS
56,2011,Amor e Revolução,48,SBT ,NOVELAS NACIONAIS
57,2012,Corações  Feridos,46,SBT ,NOVELAS NACIONAIS
58,2012,Carrossel,124,SBT ,NOVELAS NACIONAIS
59,2013,Chiquititas,110,SBT ,NOVELAS NACIONAIS
60,2015,Cúmplices  de um Resgate,110,SBT ,NOVELAS NACIONAIS
61,2016,Carinha de  Anjo,105,SBT ,NOVELAS NACIONAIS
62,2018,As  Aventuras de Poliana,112,SBT ,NOVELAS NACIONAIS
63,,,,SBT ,NOVELAS NACIONAIS
64,Ano,Novela,Média,SBT ,NOVELAS NACIONAIS
65,2022,Poliana  Moça,-,SBT ,NOVELAS NACIONAIS
0,Ano,Novela,Média,SBT ,NOVELAS ESTRANGEIRAS
1,1982,Os Ricos  Também Choram,197,SBT ,NOVELAS ESTRANGEIRAS
2,1983,Cristina  Bazan,142,SBT ,NOVELAS ESTRANGEIRAS
3,1983,Desprezo,116,SBT ,NOVELAS ESTRANGEIRAS
4,1983,Amor Cigano,121,SBT ,NOVELAS ESTRANGEIRAS
5,1983,O Direito  de Nascer,61,SBT ,NOVELAS ESTRANGEIRAS
6,1984,Chispita,109,SBT ,NOVELAS ESTRANGEIRAS
7,1984,Estranho  Poder,62,SBT ,NOVELAS ESTRANGEIRAS
8,1984,"Viviana, em  Busca do Amor",63,SBT ,NOVELAS ESTRANGEIRAS
9,1985,Lupita,39,SBT ,NOVELAS ESTRANGEIRAS
10,1985,Angelito,33,SBT ,NOVELAS ESTRANGEIRAS
11,1985,Soledade,22,SBT ,NOVELAS ESTRANGEIRAS
12,1986,Só Você,64,SBT ,NOVELAS ESTRANGEIRAS
13,,,,SBT ,NOVELAS ESTRANGEIRAS
14,Ano,Novela,Média,SBT ,NOVELAS ESTRANGEIRAS
15,1991,Rosa  Selvagem,168,SBT ,NOVELAS ESTRANGEIRAS
16,1991,Carrossel,164,SBT ,NOVELAS ESTRANGEIRAS
17,1991,Simplesmente  Maria,187,SBT ,NOVELAS ESTRANGEIRAS
18,1991,Quinze Anos,156,SBT ,NOVELAS ESTRANGEIRAS
19,1991,Ambição,112,SBT ,NOVELAS ESTRANGEIRAS
20,1992,A Estranha  Dama,129,SBT ,NOVELAS ESTRANGEIRAS
21,1992,Alcançar  uma Estrela I,101,SBT ,NOVELAS ESTRANGEIRAS
22,1992,Vovô e Eu,107,SBT ,NOVELAS ESTRANGEIRAS
23,1992,Alcançar  uma Estrela II,92,SBT ,NOVELAS ESTRANGEIRAS
24,1992,Topázio,157,SBT ,NOVELAS ESTRANGEIRAS
25,1992,A Fera,110,SBT ,NOVELAS ESTRANGEIRAS
26,1992,Eu Compro  Essa Mulher,111,SBT ,NOVELAS ESTRANGEIRAS
27,1993,Eu Não  Acredito nos Homens,88,SBT ,NOVELAS ESTRANGEIRAS
28,1993,Garotas  Bonitas,54,SBT ,NOVELAS ESTRANGEIRAS
29,1993,Paixão e  Poder,76,SBT ,NOVELAS ESTRANGEIRAS
30,1993,Marielena,82,SBT ,NOVELAS ESTRANGEIRAS
31,1996,Carrossel  das Américas,74,SBT ,NOVELAS ESTRANGEIRAS
32,1996,Maria  Mercedes,103,SBT ,NOVELAS ESTRANGEIRAS
33,1996,Marimar,141,SBT ,NOVELAS ESTRANGEIRAS
34,1997,Maria do  Bairro,168,SBT ,NOVELAS ESTRANGEIRAS
35,1999,Luz Clarita,131,SBT ,NOVELAS ESTRANGEIRAS
36,1999,A  Usurpadora,192,SBT ,NOVELAS ESTRANGEIRAS
37,1999,O  Privilégio de Amar,154,SBT ,NOVELAS ESTRANGEIRAS
38,,,,SBT ,NOVELAS ESTRANGEIRAS
39,Ano,Novela,Média,SBT ,NOVELAS ESTRANGEIRAS
40,2000,O Diário de  Daniela,121,SBT ,NOVELAS ESTRANGEIRAS
41,2000,Além da  Usurpadora,145,SBT ,NOVELAS ESTRANGEIRAS
42,2000,Kassandra,82,SBT ,NOVELAS ESTRANGEIRAS
43,2000,A Mentira,138,SBT ,NOVELAS ESTRANGEIRAS
44,2000,Sigo te  Amando,82,SBT ,NOVELAS ESTRANGEIRAS
45,2000,Esmeralda,138,SBT ,NOVELAS ESTRANGEIRAS
46,2000,Maria  Isabel,113,SBT ,NOVELAS ESTRANGEIRAS
47,2000,Coração  Selvagem,81,SBT ,NOVELAS ESTRANGEIRAS
48,2001,Gotinha de  Amor,120,SBT ,NOVELAS ESTRANGEIRAS
49,2001,Camila,113,SBT ,NOVELAS ESTRANGEIRAS
50,2001,Café com  Aroma de Mulher,146,SBT ,NOVELAS ESTRANGEIRAS
51,2001,Amigos para  Sempre,74,SBT ,NOVELAS ESTRANGEIRAS
52,2001,Serafim,115,SBT ,NOVELAS ESTRANGEIRAS
53,2001,Por Teu  Amor,98,SBT ,NOVELAS ESTRANGEIRAS
54,2001,Carinha de  Anjo,167,SBT ,NOVELAS ESTRANGEIRAS
55,2001,Rosalinda,109,SBT ,NOVELAS ESTRANGEIRAS
56,2001,Abraça-me  Muito Forte,121,SBT ,NOVELAS ESTRANGEIRAS
57,2001,Preciosa,83,SBT ,NOVELAS ESTRANGEIRAS
58,2001,A Alma Não  tem Cor,83,SBT ,NOVELAS ESTRANGEIRAS
59,2002,Maria Belém,132,SBT ,NOVELAS ESTRANGEIRAS
60,2002,Salomé,73,SBT ,NOVELAS ESTRANGEIRAS
61,2002,Amigas e  Rivais,107,SBT ,NOVELAS ESTRANGEIRAS
62,2002,Cúmplices  de um Resgate,130,SBT ,NOVELAS ESTRANGEIRAS
63,2002,Manancial,54,SBT ,NOVELAS ESTRANGEIRAS
64,2003,Viva às  Crianças! Carrossel 2,134,SBT ,NOVELAS ESTRANGEIRAS
65,2003,Primeiro  Amor: A Mil por Hora,98,SBT ,NOVELAS ESTRANGEIRAS
66,2003,No Limite  da Paixão,78,SBT ,NOVELAS ESTRANGEIRAS
67,2003,"Poucas,  Poucas Pulgas",84,SBT ,NOVELAS ESTRANGEIRAS
68,2004,Amor Real,77,SBT ,NOVELAS ESTRANGEIRAS
69,2004,Menina  Amada Minha,52,SBT ,NOVELAS ESTRANGEIRAS
70,2004,A Outra,79,SBT ,NOVELAS ESTRANGEIRAS
71,2004,"Amy, a  Menina da Mochila Azul",86,SBT ,NOVELAS ESTRANGEIRAS
72,2004,Alegrifes e  Rabujos,92,SBT ,NOVELAS ESTRANGEIRAS
73,2005,Rubi,102,SBT ,NOVELAS ESTRANGEIRAS
74,2005,A Madrasta,90,SBT ,NOVELAS ESTRANGEIRAS
75,2005,Rebelde,94,SBT ,NOVELAS ESTRANGEIRAS
76,2006,Mariana da  Noite,44,SBT ,NOVELAS ESTRANGEIRAS
77,2006,A Feia Mais  Bela,76,SBT ,NOVELAS ESTRANGEIRAS
78,2006,Laços de  Amor,45,SBT ,NOVELAS ESTRANGEIRAS
79,2006,Feridas de  Amor,53,SBT ,NOVELAS ESTRANGEIRAS
80,2007,A Vida é um  Jogo,34,SBT ,NOVELAS ESTRANGEIRAS
81,2007,Destilando  Amor,25,SBT ,NOVELAS ESTRANGEIRAS
82,2007,Mundo de  Feras,33,SBT ,NOVELAS ESTRANGEIRAS
83,2007,Chiquititas  2000,60,SBT ,NOVELAS ESTRANGEIRAS
84,2008,Lalola,45,SBT ,NOVELAS ESTRANGEIRAS
85,2008,Chiquititas  2008,44,SBT ,NOVELAS ESTRANGEIRAS
86,,,,SBT ,NOVELAS ESTRANGEIRAS
87,Ano,Novela,Média,SBT ,NOVELAS ESTRANGEIRAS
88,2010,As Tontas  Não Vão ao Céu,44,SBT ,NOVELAS ESTRANGEIRAS
89,2010,Camaleões,44,SBT ,NOVELAS ESTRANGEIRAS
90,2013,Cuidado com  o Anjo,62,SBT ,NOVELAS ESTRANGEIRAS
91,2013,Por Ela Sou  Eva,40,SBT ,NOVELAS ESTRANGEIRAS
92,2014,Meu Pecado,47,SBT ,NOVELAS ESTRANGEIRAS
93,2014,Sortilégio,64,SBT ,NOVELAS ESTRANGEIRAS
94,2015,Coração  Indomável,79,SBT ,NOVELAS ESTRANGEIRAS
95,2015,A Dona,72,SBT ,NOVELAS ESTRANGEIRAS
96,2015,Teresa,74,SBT ,NOVELAS ESTRANGEIRAS
97,2016,Meu Coração  é Teu,78,SBT ,NOVELAS ESTRANGEIRAS
98,2016,Abismo de  Paixão,85,SBT ,NOVELAS ESTRANGEIRAS
99,2016,Mar de Amor,75,SBT ,NOVELAS ESTRANGEIRAS
100,2016,A Gata,82,SBT ,NOVELAS ESTRANGEIRAS
101,2016,Lágrimas de  Amor,67,SBT ,NOVELAS ESTRANGEIRAS
102,2016,Querida  Inimiga,58,SBT ,NOVELAS ESTRANGEIRAS
103,2017,O Que a  Vida me Roubou,67,SBT ,NOVELAS ESTRANGEIRAS
104,2017,Um Caminho  para o Destino,69,SBT ,NOVELAS ESTRANGEIRAS
105,2018,Amanhã é  para Sempre,73,SBT ,NOVELAS ESTRANGEIRAS
106,2018,Que Pobres  tão Ricos,58,SBT ,NOVELAS ESTRANGEIRAS
107,2019,A Que Não  Podia Amar,68,SBT ,NOVELAS ESTRANGEIRAS
108,,,,SBT ,NOVELAS ESTRANGEIRAS
109,Ano,Novela,Média,SBT ,NOVELAS ESTRANGEIRAS
110,2020,"Betty, a  Feia em Nova York",62,SBT ,NOVELAS ESTRANGEIRAS
111,2020,Quando me  Apaixono,68,SBT ,NOVELAS ESTRANGEIRAS
112,2020,Triunfo do  Amor,63,SBT ,NOVELAS ESTRANGEIRAS
113,2021,Amores  Verdadeiros,74,SBT ,NOVELAS ESTRANGEIRAS
114,2021,Te Dou a  Vida,67,SBT ,NOVELAS ESTRANGEIRAS
115,2022,Se nos  Deixam,55,SBT ,NOVELAS ESTRANGEIRAS
116,2022,Paixões de  Gavilanes,20,SBT ,NOVELAS ESTRANGEIRAS
117,2022,A Desalmada,57,SBT ,NOVELAS ESTRANGEIRAS
118,2022,Vencer o  Desamor,47,SBT ,NOVELAS ESTRANGEIRAS
119,2023,Três Vezes  Ana,-,SBT ,NOVELAS ESTRANGEIRAS
0,Ano,Novela,Média,SBT ,REPRISES NACIONAIS
1,1983,O  Espantalho,116,SBT ,REPRISES NACIONAIS
2,1983,Destino,73,SBT ,REPRISES NACIONAIS
3,1983,A Força do  Amor,89,SBT ,REPRISES NACIONAIS
4,1983,A Leoa,50,SBT ,REPRISES NACIONAIS
5,1983,Sombras do  Passado,49,SBT ,REPRISES NACIONAIS
6,1984,Acorrentada,32,SBT ,REPRISES NACIONAIS
7,1984,Conflito,38,SBT ,REPRISES NACIONAIS
8,1984,O Anjo  Maldito,41,SBT ,REPRISES NACIONAIS
9,1984,Razão de  Viver,35,SBT ,REPRISES NACIONAIS
10,1984,A Ponte do  Amor,38,SBT ,REPRISES NACIONAIS
11,1985,"Meus  Filhos, Minha Vida",35,SBT ,REPRISES NACIONAIS
12,1985,Jerônimo,61,SBT ,REPRISES NACIONAIS
13,1986,Vida  Roubada,59,SBT ,REPRISES NACIONAIS
14,1986,Pecado de  Amor,41,SBT ,REPRISES NACIONAIS
15,1987,Jogo do  Amor,53,SBT ,REPRISES NACIONAIS
16,1987,A Justiça  de Deus,49,SBT ,REPRISES NACIONAIS
17,1987,Uma  Esperança no Ar,39,SBT ,REPRISES NACIONAIS
18,1987,O Anjo  Maldito,30,SBT ,REPRISES NACIONAIS
19,,,,SBT ,REPRISES NACIONAIS
20,Ano,Novela,Média,SBT ,REPRISES NACIONAIS
21,1990,"Meus  Filhos, Minha Vida",61,SBT ,REPRISES NACIONAIS
22,1990,A Força do  Amor,66,SBT ,REPRISES NACIONAIS
23,1990,A Leoa,53,SBT ,REPRISES NACIONAIS
24,1991,Jerônimo,47,SBT ,REPRISES NACIONAIS
25,1991,A Justiça  de Deus,42,SBT ,REPRISES NACIONAIS
26,1991,Destino,42,SBT ,REPRISES NACIONAIS
27,1991,Acorrentada,32,SBT ,REPRISES NACIONAIS
28,,,,SBT ,REPRISES NACIONAIS
29,Ano,Novela,Média,SBT ,REPRISES NACIONAIS
30,2001,Éramos Seis,74,SBT ,REPRISES NACIONAIS
31,2004,Fascinação,65,SBT ,REPRISES NACIONAIS
32,2004,Pícara  Sonhadora,98,SBT ,REPRISES NACIONAIS
33,2004,Pérola  Negra,104,SBT ,REPRISES NACIONAIS
34,2004,Chiquititas,84,SBT ,REPRISES NACIONAIS
35,2005,Xica da  Silva,106,SBT ,REPRISES NACIONAIS
36,2005,Pequena  Travessa,75,SBT ,REPRISES NACIONAIS
37,2005,Canavial de  Paixões,73,SBT ,REPRISES NACIONAIS
38,2006,As Pupilas  do Senhor Reitor,65,SBT ,REPRISES NACIONAIS
39,2007,Marisol,30,SBT ,REPRISES NACIONAIS
40,2007,As Pupilas  do Senhor Reitor,39,SBT ,REPRISES NACIONAIS
41,2008,Pantanal,129,SBT ,REPRISES NACIONAIS
42,2009,Dona Beija,50,SBT ,REPRISES NACIONAIS
43,,,,SBT ,REPRISES NACIONAIS
44,Ano,Novela,Média,SBT ,REPRISES NACIONAIS
45,2010,Ana Raio e  Zé Trovão,64,SBT ,REPRISES NACIONAIS
46,2010,Esmeralda,57,SBT ,REPRISES NACIONAIS
47,2010,Pérola  Negra,53,SBT ,REPRISES NACIONAIS
48,2010,Canavial de  Paixões,39,SBT ,REPRISES NACIONAIS
49,2011,Maria  Esperança,50,SBT ,REPRISES NACIONAIS
50,2011,Uma Rosa  com Amor,49,SBT ,REPRISES NACIONAIS
51,2011,Amigas  & Rivais,50,SBT ,REPRISES NACIONAIS
52,2011,Cristal,50,SBT ,REPRISES NACIONAIS
53,2011,Fascinação,47,SBT ,REPRISES NACIONAIS
54,2012,Pícara  Sonhadora,39,SBT ,REPRISES NACIONAIS
55,2012,Marisol,50,SBT ,REPRISES NACIONAIS
56,2012,Pequena  Travessa,43,SBT ,REPRISES NACIONAIS
57,2012,Canavial de  Paixões,43,SBT ,REPRISES NACIONAIS
58,2013,Jamais Te  Esquecerei,34,SBT ,REPRISES NACIONAIS
59,2013,Carrossel,59,SBT ,REPRISES NACIONAIS
60,2014,Esmeralda,66,SBT ,REPRISES NACIONAIS
61,2015,Maria  Esperança,68,SBT ,REPRISES NACIONAIS
62,2015,Carrossel,112,SBT ,REPRISES NACIONAIS
63,2015,Patrulha  Salvadora,58,SBT ,REPRISES NACIONAIS
64,2015,Pérola  Negra,58,SBT ,REPRISES NACIONAIS
65,2016,Chiquititas,101,SBT ,REPRISES NACIONAIS
66,2018,Carrossel,64,SBT ,REPRISES NACIONAIS
67,2019,Cúmplices  de um Resgate,85,SBT ,REPRISES NACIONAIS
68,,,,SBT ,REPRISES NACIONAIS
69,Ano,Novela,Média,SBT ,REPRISES NACIONAIS
70,2020,Chiquititas,68,SBT ,REPRISES NACIONAIS
71,2021,Carinha de  Anjo,66,SBT ,REPRISES NACIONAIS
72,2022,Carrossel,38,SBT ,REPRISES NACIONAIS
73,2022,Esmeralda,40,SBT ,REPRISES NACIONAIS
74,2022,Cúmplices  de um Resgate,-,SBT ,REPRISES NACIONAIS
75,2022,Maria  Esperança,31,SBT ,REPRISES NACIONAIS
76,2022,Cristal,33,SBT ,REPRISES NACIONAIS
77,2022,Pequena  Travessa,-,SBT ,REPRISES NACIONAIS
78,2023,Marisol,-,SBT ,REPRISES NACIONAIS
0,Ano,Novela,Média,SBT ,REPRISES LATINAS
1,1983,Os Ricos  Também Choram,155,SBT ,REPRISES LATINAS
2,1983,Desprezo,74,SBT ,REPRISES LATINAS
3,1984,Amor Cigano,56,SBT ,REPRISES LATINAS
4,1984,Os Ricos  Também Choram,52,SBT ,REPRISES LATINAS
5,1985,Chispita,41,SBT ,REPRISES LATINAS
6,1985,Cristina  Bazan,42,SBT ,REPRISES LATINAS
7,1985,O Direito  de Nascer,50,SBT ,REPRISES LATINAS
8,1986,Soledade,49,SBT ,REPRISES LATINAS
9,1986,Angelito,38,SBT ,REPRISES LATINAS
10,1987,"Viviana, em  Busca do Amor",54,SBT ,REPRISES LATINAS
11,1987,Cristina  Bazan,43,SBT ,REPRISES LATINAS
12,1987,Estranho  Poder,27,SBT ,REPRISES LATINAS
13,,,,SBT ,REPRISES LATINAS
14,Ano,Novela,Média,SBT ,REPRISES LATINAS
15,1991,A Vingança,45,SBT ,REPRISES LATINAS
16,1991,Desprezo,25,SBT ,REPRISES LATINAS
17,1992,Ambição,31,SBT ,REPRISES LATINAS
18,1992,A Estranha  Dama,33,SBT ,REPRISES LATINAS
19,1993,Carrossel,55,SBT ,REPRISES LATINAS
20,1993,Rosa  Selvagem,50,SBT ,REPRISES LATINAS
21,1995,Carrossel,122,SBT ,REPRISES LATINAS
22,1996,Carrossel,65,SBT ,REPRISES LATINAS
23,1996,Chispita,65,SBT ,REPRISES LATINAS
24,1996,Vovô e Eu,52,SBT ,REPRISES LATINAS
25,1997,Maria  Mercedes,86,SBT ,REPRISES LATINAS
26,1997,Maria do  Bairro,87,SBT ,REPRISES LATINAS
27,1998,Marimar,53,SBT ,REPRISES LATINAS
28,,,,SBT ,REPRISES LATINAS
29,Ano,Novela,Média,SBT ,REPRISES LATINAS
30,2000,A  Usurpadora,89,SBT ,REPRISES LATINAS
31,2002,O  Privilégio de Amar,66,SBT ,REPRISES LATINAS
32,2003,Carinha de  Anjo,78,SBT ,REPRISES LATINAS
33,2004,Marimar,96,SBT ,REPRISES LATINAS
34,2004,Rosalinda,68,SBT ,REPRISES LATINAS
35,2004,Maria do  Bairro,127,SBT ,REPRISES LATINAS
36,2005,A  Usurpadora,130,SBT ,REPRISES LATINAS
37,2005,Café com  Aroma de Mulher,88,SBT ,REPRISES LATINAS
38,2006,Rubi,61,SBT ,REPRISES LATINAS
39,2006,Cúmplices  de um Resgate,67,SBT ,REPRISES LATINAS
40,2007,O Diário de  Daniela,44,SBT ,REPRISES LATINAS
41,2007,A  Usurpadora,59,SBT ,REPRISES LATINAS
42,2007,Maria do  Bairro,60,SBT ,REPRISES LATINAS
43,2008,O  Privilégio de Amar,44,SBT ,REPRISES LATINAS
44,,,,SBT ,REPRISES LATINAS
45,Ano,Novela,Média,SBT ,REPRISES LATINAS
46,2011,Marimar,73,SBT ,REPRISES LATINAS
47,2012,Maria do  Bairro,67,SBT ,REPRISES LATINAS
48,2012,Maria  Mercedes,53,SBT ,REPRISES LATINAS
49,2012,Gotinha de  Amor,47,SBT ,REPRISES LATINAS
50,2012,A  Usurpadora,60,SBT ,REPRISES LATINAS
51,2013,Rosalinda,45,SBT ,REPRISES LATINAS
52,2013,Rubi,67,SBT ,REPRISES LATINAS
53,2013,Marimar,53,SBT ,REPRISES LATINAS
54,2013,O  Privilégio de Amar,47,SBT ,REPRISES LATINAS
55,2013,Rebelde,59,SBT ,REPRISES LATINAS
56,2013,Maria do  Bairro,48,SBT ,REPRISES LATINAS
57,2013,A Madrasta,45,SBT ,REPRISES LATINAS
58,2014,Café com  Aroma de Mulher,46,SBT ,REPRISES LATINAS
59,2014,Por Teu  Amor,39,SBT ,REPRISES LATINAS
60,2014,Abraça-me  Muito Forte,39,SBT ,REPRISES LATINAS
61,2014,A Feia Mais  Bela,52,SBT ,REPRISES LATINAS
62,2015,A  Usurpadora,71,SBT ,REPRISES LATINAS
63,2015,Maria do  Bairro,58,SBT ,REPRISES LATINAS
64,2015,Cuidado com  o Anjo,70,SBT ,REPRISES LATINAS
65,2016,A Mentira,57,SBT ,REPRISES LATINAS
66,2016,A  Usurpadora,53,SBT ,REPRISES LATINAS
67,2017,Rubi,60,SBT ,REPRISES LATINAS
68,2017,No Limite  da Paixão,54,SBT ,REPRISES LATINAS
69,2017,Sortilégio,59,SBT ,REPRISES LATINAS
70,2018,Coração  Indomável,78,SBT ,REPRISES LATINAS
71,2018,Teresa,59,SBT ,REPRISES LATINAS
72,2019,A Dona,71,SBT ,REPRISES LATINAS
73,2019,Abismo de  Paixão,65,SBT ,REPRISES LATINAS
74,2019,Meu Coração  é Teu,65,SBT ,REPRISES LATINAS
75,,,,SBT ,REPRISES LATINAS
76,Ano,Novela,Média,SBT ,REPRISES LATINAS
77,2020,O Que a  Vida me Roubou,63,SBT ,REPRISES LATINAS
78,2021,Coração  Indomável,71,SBT ,REPRISES LATINAS
79,2021,Amanhã é  para Sempre,55,SBT ,REPRISES LATINAS
80,2021,Mar de Amor,42,SBT ,REPRISES LATINAS
81,2022,Cuidado com  o Anjo,50,SBT ,REPRISES LATINAS
82,2022,A Dona,-,SBT ,REPRISES LATINAS
0,FAIXA  I,FAIXA  I,,SBT ,NOVELAS DA TARDE
1,,,,SBT ,NOVELAS DA TARDE
2,Ano,Novela,Média,SBT ,NOVELAS DA TARDE
3,2022,Carrossel,38,SBT ,NOVELAS DA TARDE
4,2022,Maria  Esperança,31,SBT ,NOVELAS DA TARDE
5,2022,Pequena  Travessa,-,SBT ,NOVELAS DA TARDE
6,,,,SBT ,NOVELAS DA TARDE
7,,,,SBT ,NOVELAS DA TARDE
8,FAIXA  II,FAIXA  II,,SBT ,NOVELAS DA TARDE
9,,,,SBT ,NOVELAS DA TARDE
10,Ano,Novela,Média,SBT ,NOVELAS DA TARDE
11,2022,Esmeralda,40,SBT ,NOVELAS DA TARDE
12,2022,Cristal,33,SBT ,NOVELAS DA TARDE
13,2023,Marisol,-,SBT ,NOVELAS DA TARDE
14,,,,SBT ,NOVELAS DA TARDE
15,,,,SBT ,NOVELAS DA TARDE
16,FAIXA  III,FAIXA  III,,SBT ,NOVELAS DA TARDE
17,,,,SBT ,NOVELAS DA TARDE
18,Ano,Novela,Média,SBT ,NOVELAS DA TARDE
19,2021,Mar de Amor,42,SBT ,NOVELAS DA TARDE
20,2022,Cuidado com  o Anjo,50,SBT ,NOVELAS DA TARDE
21,2022,A Dona,-,SBT ,NOVELAS DA TARDE
22,,,,SBT ,NOVELAS DA TARDE
23,,,,SBT ,NOVELAS DA TARDE
24,FAIXA  IV,FAIXA  IV,,SBT ,NOVELAS DA TARDE
25,,,,SBT ,NOVELAS DA TARDE
26,Ano,Novela,Média,SBT ,NOVELAS DA TARDE
27,2015,Maria do  Bairro,58,SBT ,NOVELAS DA TARDE
28,2016,A Mentira,57,SBT ,NOVELAS DA TARDE
29,2016,A  Usurpadora,53,SBT ,NOVELAS DA TARDE
30,2017,Rubi,60,SBT ,NOVELAS DA TARDE
31,2017,No Limite  da Paixão,54,SBT ,NOVELAS DA TARDE
32,2017,Sortilégio,59,SBT ,NOVELAS DA TARDE
33,2018,Coração  Indomável,78,SBT ,NOVELAS DA TARDE
34,2018,Que Pobres  tão Ricos,58,SBT ,NOVELAS DA TARDE
35,2018,Teresa,59,SBT ,NOVELAS DA TARDE
36,2019,A Que Não  Podia Amar,68,SBT ,NOVELAS DA TARDE
37,2019,Meu Coração  é Teu,65,SBT ,NOVELAS DA TARDE
38,2020,O Que a  Vida me Roubou,63,SBT ,NOVELAS DA TARDE
39,2020,Triunfo do  Amor,63,SBT ,NOVELAS DA TARDE
40,2021,Coração  Indomável,71,SBT ,NOVELAS DA TARDE
41,2021,Amanhã é  para Sempre,55,SBT ,NOVELAS DA TARDE
42,2022,A Desalmada,57,SBT ,NOVELAS DA TARDE
43,2022,Vencer o  Desamor,47,SBT ,NOVELAS DA TARDE
44,2023,Três Vezes  Ana,-,SBT ,NOVELAS DA TARDE
45,,,,SBT ,NOVELAS DA TARDE
46,,,,SBT ,NOVELAS DA TARDE
47,FAIXA  CANCELADA,FAIXA  CANCELADA,,SBT ,NOVELAS DA TARDE
48,,,,SBT ,NOVELAS DA TARDE
49,Ano,Novela,Média,SBT ,NOVELAS DA TARDE
50,2010,As Tontas  Não Vão ao Céu,44,SBT ,NOVELAS DA TARDE
51,2010,Camaleões,44,SBT ,NOVELAS DA TARDE
52,2011,Uma Rosa  com Amor,49,SBT ,NOVELAS DA TARDE
53,2011,Marimar,73,SBT ,NOVELAS DA TARDE
54,2012,Maria do  Bairro,67,SBT ,NOVELAS DA TARDE
55,2012,Maria  Mercedes,53,SBT ,NOVELAS DA TARDE
56,2012,A  Usurpadora,60,SBT ,NOVELAS DA TARDE
57,2013,Rubi,67,SBT ,NOVELAS DA TARDE
58,2013,A Madrasta,46,SBT ,NOVELAS DA TARDE
59,2014,Abraça-me  Muito Forte,39,SBT ,NOVELAS DA TARDE
60,,,,SBT ,NOVELAS DA TARDE
61,,,,SBT ,NOVELAS DA TARDE
62,FAIXA  CANCELADA,FAIXA  CANCELADA,,SBT ,NOVELAS DA TARDE
63,,,,SBT ,NOVELAS DA TARDE
64,Ano,Novela,Média,SBT ,NOVELAS DA TARDE
65,2013,Carrossel,59,SBT ,NOVELAS DA TARDE
66,2015,Patrulha  Salvadora,58,SBT ,NOVELAS DA TARDE
67,,,,SBT ,NOVELAS DA TARDE
68,,,,SBT ,NOVELAS DA TARDE
69,FAIXA  CANCELADA,FAIXA  CANCELADA,,SBT ,NOVELAS DA TARDE
70,,,,SBT ,NOVELAS DA TARDE
71,Ano,Novela,Média,SBT ,NOVELAS DA TARDE
72,2010,Esmeralda,57,SBT ,NOVELAS DA TARDE
73,2011,Maria  Esperança,50,SBT ,NOVELAS DA TARDE
74,2011,Cristal,50,SBT ,NOVELAS DA TARDE
75,2011,Fascinação,47,SBT ,NOVELAS DA TARDE
76,2012,Marisol,50,SBT ,NOVELAS DA TARDE
77,2012,Canavial de  Paixões,43,SBT ,NOVELAS DA TARDE
78,2013,Jamais te  Esquecerei,34,SBT ,NOVELAS DA TARDE
79,2013,Cuidado com  o Anjo,62,SBT ,NOVELAS DA TARDE
80,2013,Por Ela Sou  Eva,40,SBT ,NOVELAS DA TARDE
81,2014,Meu Pecado,47,SBT ,NOVELAS DA TARDE
82,2014,Sortilégio,64,SBT ,NOVELAS DA TARDE
83,2015,Coração  Indomável,79,SBT ,NOVELAS DA TARDE
84,2015,Teresa,74,SBT ,NOVELAS DA TARDE
85,2016,Abismo de  Paixão,85,SBT ,NOVELAS DA TARDE
86,2016,Lágrimas de  Amor,67,SBT ,NOVELAS DA TARDE
87,,,,SBT ,NOVELAS DA TARDE
88,,,,SBT ,NOVELAS DA TARDE
89,FAIXA  CANCELADA,FAIXA  CANCELADA,,SBT ,NOVELAS DA TARDE
90,,,,SBT ,NOVELAS DA TARDE
91,Ano,Novela,Média,SBT ,NOVELAS DA TARDE
92,2010,Pérola  Negra,53,SBT ,NOVELAS DA TARDE
93,2011,Amigas  & Rivais,50,SBT ,NOVELAS DA TARDE
94,2012,Pícara  Sonhadora,39,SBT ,NOVELAS DA TARDE
95,2012,Pequena  Travessa,43,SBT ,NOVELAS DA TARDE
96,2012,Gotinha de  Amor,47,SBT ,NOVELAS DA TARDE
97,2013,Rosalinda,45,SBT ,NOVELAS DA TARDE
98,2013,Marimar,53,SBT ,NOVELAS DA TARDE
